Tl_x_cFTLD	Tl_y_cFTLD	w_cFTLD	h_cFTLD	dx_cfTLD	dy_cfTLD	dw_cfTLD	dh_cfTLD	Tl_x_CMT	Tl_y_CMT	w_CMT	h_CMT	dx_CMT	dy_CMT	dw_CMT	dh_CMT	Tl_x_ST	Tl_y_ST	w_ST	h_ST	dx_ST	dy_ST	dw_ST	dh_ST	Tl_x_GT	Tl_y_GT	w_GT	h_GT	dx_GT	dy_GT	dw_GT	dh_GT	Tl_x	Tl_y	w	h	cFTLD_cov	CMT_cov	STRUCK_cov
310	222	56	94	-5.29918e-07	1.93963e-06	1.04861e-06	3.21095e-06	323	265	15	24	0.0045537	1.11672e-05	0.00119233	-7.16954e-07	308	202	48	80	-0.000579869	0.00143406	0	0	307	252	53	100	0.222661	0.148084	0.000502816	-0.000446024	310	226	49	88	10.0054	30.1729	10.2721
310	221	56	94	7.68782e-06	1.42662e-05	2.13889e-08	1.15651e-06	324	265	16	24	0.0559238	-8.48952e-06	0.0547287	5.11591e-07	309	219	48	80	9.17336e-07	0.000190182	0	0	307	252	53	100	0.109692	0.0724188	0.000320485	-0.000676968	311	233	46	81	10.0009	14.7571	10.0245
311	221	55	93	-4.63879e-06	1.42662e-05	-4.9222e-07	-1.92514e-06	321	255	25	41	0.104483	-0.109836	0.434182	0.768835	307	235	48	80	-1.55265e-05	0.000173782	0	0	307	252	53	99	0.0361019	0.0239815	0.000163302	-0.000510474	312	239	44	78	10.0008	10.0716	10.0189
310	221	56	94	-4.63879e-06	1.01574e-05	1.56222e-06	4.23817e-06	321	254	27	44	0.0443568	0.0652357	0.12325	0.202401	310	212	48	80	8.3072e-05	-0.000968752	0	0	307	252	53	99	0.000601085	-0.000882628	5.85141e-05	-0.00027953	312	238	44	77	10.0013	10.1077	10.0476
310	222	55	93	-0.134624	0.134641	-0.134641	-0.269281	320	252	30	49	0.049078	-0.00398093	0.145961	0.242707	332	222	48	80	0.000241842	0.000102519	0	0	307	252	53	99	-0.0106131	-0.0100202	2.97631e-06	-0.000107665	316	238	45	79	10.0254	10.0446	10.0581
310	225	54	91	7.68782e-06	-6.30419e-06	2.08109e-06	4.21992e-06	319	253	31	50	-0.102134	0.095893	0.0858622	0.0779298	329	231	48	80	-0.000327964	0.00149433	0	0	307	252	53	99	-0.0103446	-0.010716	-1.90292e-05	-1.63622e-05	317	239	45	79	10.001	10.0243	10.0316
310	225	55	92	-1.28565e-05	-6.32008e-06	-1.51418e-06	-2.97061e-06	321	254	29	47	0.0568531	-0.00271754	-0.0608077	-0.117692	330	237	48	80	1.1741e-05	0.00026153	0	0	307	251	53	99	-0.00661724	-0.282729	-2.21729e-05	-0.351961	319	241	45	77	10.0011	10.0317	10.0355
310	226	54	91	7.68782e-06	-1.86467e-05	-4.86958e-07	-9.16174e-07	321	254	29	47	-0.00310882	-0.00163821	0.00393088	0.00931404	330	240	48	80	1.1741e-05	0.000288902	0	0	308	251	52	98	0.348842	-0.307694	-1.69334e-05	-0.689063	319	242	44	75	10.0012	10.0302	10.0422
310	226	54	91	-5.29918e-07	1.83332e-05	-1.51418e-06	-2.97061e-06	320	253	30	48	-0.000448017	0.000184506	0.000426398	0.00067023	330	242	48	80	1.1741e-05	0.000184777	0	0	308	251	52	97	0.336146	-0.507286	-0.274707	-0.902914	319	243	44	75	10.0013	10.031	10.0493
310	225	54	91	1.59056e-05	6.00654e-06	5.4026e-07	1.13826e-06	321	254	29	47	0.000116667	-3.12593e-06	-0.000121644	-0.000237106	330	242	48	80	1.1741e-05	-1.2471e-05	0	0	309	251	52	96	0.213896	-0.44324	-0.302883	-1.00332	318	243	45	77	10.0013	10.031	10.0493
310	225	55	92	-5.29918e-07	-6.32008e-06	1.56748e-06	3.1927e-06	321	254	28	47	-1.27349e-06	-1.20608e-05	-0.0549104	1.50808e-05	330	240	48	80	1.1741e-05	-5.08357e-05	0	0	309	251	51	95	0.100745	-0.297324	-0.230313	-0.681273	319	243	44	76	10.0013	10.0339	10.0454
310	224	55	92	-8.74766e-06	-0.134633	0.134637	0.269275	320	253	30	48	-1.19953e-05	7.59591e-06	0.0600745	3.01876e-06	330	237	48	80	1.1741e-05	-0.000132986	0	0	309	251	51	95	0.382216	-0.160597	-0.139667	-0.341732	319	242	44	75	10.0189	10.0295	10.0462
306	217	60	99	-5.07566e-07	-0.269273	0.134639	0.269278	320	253	27	44	-0.0837067	-0.167403	-0.170891	-0.251114	327	232	48	80	2.26851e-05	3.13451e-05	0	0	310	251	51	95	0.334868	-0.0648957	-0.0671013	-0.116288	317	239	45	77	10.0438	10.0606	10.1347
303	212	63	105	-1.69361e-05	1.01324e-05	2.18056e-06	3.17946e-06	319	250	27	46	-0.0506262	-0.101242	0.00761038	0.0677952	306	228	48	80	-0.0002404	-3.99672e-05	0	0	310	251	51	95	0.202338	-0.0109591	-0.021291	-0.00553211	312	236	47	80	10.0042	10.024	10.203
304	205	60	100	3.60993e-06	8.12007e-06	1.0695e-07	1.11417e-06	317	245	30	49	-0.0628438	-0.194719	0.140638	0.205692	308	217	48	80	-4.80579e-06	7.22986e-05	0	0	310	252	51	95	0.0900782	0.0123961	0.00184098	-0.321261	310	229	47	80	10.0017	10.0155	10.0667
302	189	62	104	-0.134652	-1.21176	0.134642	0.403923	313	238	38	60	0.00490218	-0.123966	0.474179	0.675938	310	207	48	80	0.000323958	-0.00165908	0	0	310	253	51	94	0.0235988	0.292499	0.0100627	-0.305973	309	224	47	81	19.886	10.0069	10.1488
301	184	62	103	-1.28078e-05	-4.23676e-06	-1.43015e-06	-2.98231e-06	312	235	38	62	-0.0822664	-0.157021	0.0598475	0.217008	307	197	48	80	-0.000223986	-0.000111373	0	0	309	252	51	94	-0.357275	0.0431284	0.0104001	-0.193542	307	214	49	84	10.0023	10.0098	10.1005
305	171	62	103	0.538557	-1.07712	1.6515e-06	3.181e-06	310	230	41	67	-0.0508299	-0.0994679	0.152496	0.250365	311	188	48	80	3.35063e-05	-0.000108573	0	0	307	252	52	94	-0.701467	-0.337496	0.282366	-0.0905945	307	208	50	84	19.6985	10.0193	10.1122
308	167	61	102	-1.28504e-05	2.03149e-06	1.6515e-06	3.181e-06	309	225	45	74	0.0751946	-0.126137	0.261437	0.387762	317	180	48	80	0.000274554	-0.00034965	0	0	308	251	52	94	-0.209181	-0.388389	0.307411	-0.0268219	309	199	52	88	10.0023	10.0436	10.1016
314	161	62	103	-4.77271e-07	4.09784e-06	6.24286e-07	1.12656e-06	320	248	27	42	0.149045	0.438622	-1.31896	-2.29352	325	173	48	80	0.000762209	-0.000667434	0	0	308	251	53	94	0.0169175	-0.300904	0.232415	0.00237097	315	193	50	84	10.0023	13.6285	10.1024
323	156	62	105	-4.68879e-06	2.00644e-06	-4.05218e-07	-2.96997e-06	322	244	28	47	0.099585	-0.0828026	0.00463975	0.158336	335	167	48	80	0.000937468	-0.00057171	0	0	308	251	53	94	0.0809909	-0.185243	0.140277	0.0105775	322	191	49	82	10.004	11.8705	10.1932
334	150	63	106	-4.32047e-07	-8.83651e-08	-1.94605e-06	-2.96997e-06	323	270	12	20	-0.272247	0.617561	-0.9415	-1.62701	346	162	48	80	0.00182486	-0.0008292	0	0	308	251	53	95	0.0723332	-0.0907239	0.0669805	0.00939863	332	170	54	91	10.004	297.625	10.1932
347	146	63	106	-8.67023e-06	8.11573e-06	-1.94605e-06	-2.96997e-06	327	260	20	34	0.354804	-0.109934	0.341859	0.608154	358	157	48	80	0.00114561	-0.000473003	0	0	308	251	53	95	0.0441903	-0.0301395	0.0209271	0.00572502	343	167	52	89	10.0039	24.7561	10.1907
362	140	65	110	1.17943e-05	-4.21647e-06	2.66993e-06	3.2151e-06	327	257	24	40	0.082473	-0.000995003	0.205926	0.304253	372	153	48	80	0.000625048	-0.000174315	0	0	308	252	52	95	0.0199251	0.2757	-0.276894	0.00257237	352	174	50	85	10.0096	13.8347	10.4997
375	136	67	112	3.69985e-06	-6.8912e-08	2.66752e-06	1.43207e-07	328	256	26	41	0.122426	-0.0664054	0.111523	0.0964858	386	151	48	80	0.00134275	-0.000188068	0	0	308	252	52	95	0.00539182	0.31536	-0.313196	0.000689916	359	179	49	83	10.0146	13.0669	10.7733
389	132	69	114	-1.69039e-05	8.13162e-06	6.32935e-07	-3.95449e-06	327	266	15	24	-0.354186	0.156809	-0.822977	-1.30112	401	147	48	80	0.000652288	-0.000174377	0	0	309	252	51	95	-0.00101015	0.243693	-0.240859	-0.000134499	379	159	56	93	10.0252	112.875	11.3486
400	129	68	114	-1.26991e-05	8.15256e-06	1.66015e-06	-3.95449e-06	326	265	16	26	-0.0495486	-0.0060575	0.0193142	0.0289193	411	144	48	80	0.00094269	-0.000286673	0	0	309	252	51	95	-0.00264286	0.149719	-0.147404	-0.000341274	394	145	60	100	10.0251	79.0934	11.3452
405	125	69	114	1.18743e-05	-8.33116e-06	-3.96505e-07	-2.92314e-06	326	265	17	27	0.0106671	-0.00305717	0.0171747	0.0272998	416	139	48	80	0.000833027	-0.000823631	0	0	309	252	51	94	-0.0022132	0.0731397	-0.0716522	-0.00028488	403	136	62	103	10.0251	71.321	11.3452
404	118	66	112	3.67876e-06	8.2268e-06	1.64595e-06	4.23854e-06	326	265	17	27	0.00017398	0.000420276	-0.00200139	-0.00313953	414	132	48	80	-4.91165e-05	-0.000302988	0	0	309	252	51	94	-0.00130017	0.0241492	-0.0233899	-0.000166723	406	129	62	104	10.0147	72.6422	10.7796
399	110	67	112	1.59819e-05	4.17161e-06	-4.51736e-06	3.21132e-06	327	265	16	26	0.0687652	2.89289e-05	-0.000213748	-0.000343137	408	123	48	80	-0.000273746	-0.000401579	0	0	309	252	51	94	-0.000559003	-0.000966484	0.00124471	-7.00494e-05	402	122	62	104	10.0149	72.8779	10.788
389	102	67	112	1.61395e-05	4.20095e-06	2.67317e-06	2.18411e-06	327	265	17	27	-0.00427737	-1.03845e-05	6.5578e-05	0.000103495	399	114	48	80	-0.000103813	-0.000105698	0	0	309	252	51	94	-0.000140082	-0.0101711	0.0101978	-1.63416e-05	394	115	62	103	10.0152	72.8633	10.805
378	93	69	114	3.91724e-06	2.03149e-06	2.68737e-06	-1.91123e-06	326	265	17	27	-0.0557279	9.27222e-06	-2.1036e-06	-3.27694e-06	387	105	48	80	-0.000580216	-0.000401594	0	0	309	252	51	94	4.25242e-05	-0.0108501	0.0107752	5.14151e-06	382	107	62	103	10.0265	72.8119	11.421
366	86	69	113	8.19569e-06	2.02597e-06	-4.49952e-06	-1.9264e-06	326	267	16	25	0.00449489	0.0690258	-1.43348e-06	-0.069027	376	96	48	80	7.18366e-05	5.57906e-05	0	0	308	251	52	95	8.54904e-05	-0.282822	0.00803289	7.8269e-06	370	98	63	104	10.0271	80.0886	11.4566
353	78	68	114	-8.3835e-06	-2.05854e-06	3.71822e-06	-2.95361e-06	328	265	15	27	0.0702341	-0.0733156	-0.0690252	0.0733184	362	89	48	80	-0.00133618	-0.000667497	0	0	308	251	52	95	6.40073e-05	-0.307744	0.00479179	5.14151e-06	356	91	63	104	10.0272	75.2371	11.4602
339	71	71	118	-0.134623	-0.134631	-1.39344e-06	-1.9598e-06	327	265	17	27	-0.00450788	0.00309358	0.0733181	-0.00309439	361	75	48	80	-9.24285e-05	-0.00133331	0	0	308	251	52	95	3.17826e-05	-0.232615	0.00225278	2.45612e-06	344	86	63	105	10.15	68.5252	17.9681
338	70	70	119	1.21838e-05	-0.134633	-3.66227e-07	-2.98702e-06	327	265	17	26	-0.000810636	0.0010064	-0.00416598	-0.00099995	363	70	48	80	5.0045e-05	-0.000219768	0	0	308	251	52	95	1.02995e-05	-0.140377	0.000675714	2.45612e-06	338	83	63	106	10.2078	69.3676	21.2044
338	69	70	118	-8.36058e-06	-8.17003e-06	-3.66227e-07	2.14907e-06	326	265	16	27	-0.0688282	-0.000187302	-0.000999459	0.000186377	361	67	48	80	-1.57081e-05	-3.62275e-05	0	0	308	251	52	95	-4.42029e-07	-0.0670166	-0.000104958	2.45612e-06	336	82	64	107	10.2375	69.4219	22.9012
337	69	71	118	1.62815e-05	-8.17003e-06	-3.66227e-07	1.12186e-06	326	265	17	27	0.00497202	2.11731e-06	0.000167211	8.5394e-08	362	65	48	80	1.16875e-05	-0.000189615	0	0	308	251	52	95	-4.42029e-07	-0.0209265	-0.000370073	2.45612e-06	335	83	64	107	10.2952	69.5014	26.0285
337	70	70	118	1.21726e-05	0.189725	3.74264e-06	2.14907e-06	327	265	17	26	0.0557239	1.28392e-05	1.29428e-07	-4.04698e-06	362	66	48	80	1.16875e-05	7.84129e-07	0	0	309	251	51	95	-4.42029e-07	0.00221072	-0.000367977	2.45612e-06	336	84	63	107	10.3167	69.696	27.1705
